114.024, 94.5855, 29, 34, 22, 30, 0.0766441, 0.115889, 0.769348, 0.872447, 13
114.027, 94.6273, 25, 30, 17, 31, 0.092188, 0.139382, 0.565249, 0.0780697, 9
114.019, 94.5218, 30, 33, 18, 26, 0.0163588, 0.203781, 0.878606, 0.389283, 16
114.03, 94.66, 34, 34, 20, 34, 0.0608355, 0.200929, 0.145047, 0.53258, 5
114.029, 94.6545, 25, 37, 19, 25, 0.0679115, 0.206609, 0.539709, 0.742734, 8
114.016, 94.4673, 25, 36, 23, 30, 0.0585205, 0.182852, 0.90975, 0.764047, 20
114.031, 94.6745, 31, 38, 28, 32, 0.0426968, 0.221139, 0.150095, 0.748066, 6
114.022, 94.5436, 34, 39, 19, 28, 0.0647964, 0.182877, 0.779955, 0.257656, 13
114.026, 94.5909, 34, 35, 22, 26, 0.0434585, 0.19353, 0.672597, 0.292544, 10
114.027, 94.6218, 31, 31, 28, 29, 0.0372884, 0.209977, 0.590224, 0.291145, 10
114.025, 94.5909, 28, 34, 17, 28, 0.0535958, 0.123063, 0.753629, 0.523427, 11
114.017, 94.48, 25, 39, 20, 28, 0.0348584, 0.158806, 0.899429, 0.285916, 20
114.021, 94.5509, 28, 39, 21, 31, 0.0470068, 0.236614, 0.800696, 0.87131, 15
114.028, 94.6273, 25, 39, 16, 34, 0.0645466, 0.124594, 0.471061, 0.505499, 9
114.028, 94.6255, 33, 36, 19, 29, 0.0573698, 0.0871496, 0.608261, 0.85876, 9
114.03, 94.6564, 31, 37, 21, 31, 0.0519646, 0.166796, 0.273105, 0.197535, 7
114.03, 94.6527, 33, 39, 18, 33, 0.0695046, 0.148594, 0.234069, 0.378135, 6
114.027, 94.6145, 26, 39, 19, 33, 0.0388165, 0.0610024, 0.66039, 0.734801, 10
114.023, 94.5818, 34, 34, 28, 34, 0.0332183, 0.105575, 0.768634, 0.974382, 13
114.03, 94.6509, 25, 34, 25, 29, 0.0536905, 0.105107, 0.290812, 0.569049, 7
71.6274, 57.8382, 25, 37, 18, 27, 0.0617467, 0.23206, 0.997777, 0.664872, 550
114.031, 94.6745, 27, 38, 28, 34, 0.0594293, 0.146971, 0.370902, 0.0699065, 7
114.021, 94.5473, 33, 38, 26, 26, 0.0948858, 0.212257, 0.776437, 0.166391, 16
114.019, 94.52, 25, 38, 26, 29, 0.045496, 0.114571, 0.747425, 0.00868105, 16
114.027, 94.62, 28, 31, 27, 33, 0.0348342, 0.0786246, 0.645407, 0.267888, 10
114.031, 94.6636, 26, 32, 24, 32, 0.000612399, 0.120822, 0.0468341, 0.227537, 5
114.03, 94.6582, 28, 31, 21, 28, 0.0709426, 0.222364, 0.324801, 0.922737, 6
119.302, 99.3, 31, 32, 26, 32, 0.0993336, 0.123584, 0.948889, 0.229004, 380
