14,14,14,14,
14,20,20,17,
14,12,13,12,
14,11,12,8,
14,10,12,8,
14,9,12,9,
14,7,12,10,
14,6,10,9,
14,5,9,7,
14,5,9,7,
13,5,8,8,
13,5,8,8,
13,4,8,9,
12,3,8,10,
12,3,7,9,
12,3,7,8,
12,3,7,7,
12,3,6,7,
12,2,7,8,
12,2,7,7,
11,4,10,7,
11,6,12,8,
11,6,14,9,
11,7,15,9,
11,6,14,11,
10,6,12,13,
10,4,10,13,
10,4,8,14,
10,4,7,15,
10,4,7,15,
9,4,7,17,
9,3,6,18,
9,3,6,16,
9,3,6,17,
9,3,7,19,
9,3,8,20,
9,3,9,22,
9,5,10,25,
8,7,12,24,
8,9,13,24,
7,9,15,25,
7,9,17,24,
7,9,18,24,
7,9,18,27,
7,9,19,28,
7,9,18,29,
7,10,14,29,
7,9,12,30,
7,9,12,33,
7,8,12,32,
28,8,12,34,
29,8,12,38,
29,6,13,41,
29,8,14,46,
29,10,16,48,
29,10,16,47,
29,13,17,48,
29,16,20,51,
29,19,23,51,
29,17,32,49,
29,17,35,49,
30,19,39,45,
30,16,37,44,
31,15,35,46,
31,13,27,48,
31,14,23,47,
31,14,22,48,
32,15,21,52,
32,13,20,55,
32,13,20,58,
32,14,20,63,
33,15,20,71,
33,16,21,82,
33,19,23,91,
33,23,26,93,
33,28,32,97,
37,28,38,100,
37,29,43,101,
37,30,46,95,
37,30,48,93,
37,28,47,94,
39,29,41,89,
39,28,37,92,
39,28,33,96,
40,26,29,94,
40,27,28,94,
40,27,29,98,
40,26,30,108,
41,26,31,118,
41,27,34,132,
41,30,37,142,
42,33,39,147,
42,37,47,160,
42,43,52,169,
42,48,58,182,
42,54,62,189,
42,55,66,199,
42,60,61,206,
42,59,54,212,
42,55,50,218,
56,53,49,223,
58,51,44,227,
58,50,37,222,
58,53,32,224,
58,52,30,226,
58,50,28,226,
58,51,32,236,
58,49,37,242,
58,49,41,258,
58,53,48,281,
58,61,52,311,
60,72,59,334,
60,83,58,349,
60,92,53,367,
60,92,52,382,
60,90,48,378,
60,84,43,391,
61,76,42,390,
61,75,42,394,
61,71,37,376,
60,69,30,355,
61,64,32,330,
61,60,32,321,
61,57,35,313,
61,53,34,302,
59,50,35,292,
61,45,35,284,
61,46,33,284,
61,48,33,277,
61,50,35,271,
61,62,35,274,
62,69,36,288,
62,69,34,288,
62,67,33,290,
62,73,28,282,
62,69,24,283,
62,59,25,264,
62,54,23,256,
62,56,19,242,
62,56,18,224,
61,53,16,219,
63,52,16,217,
63,47,17,210,
63,43,17,203,
63,40,17,206,
63,43,19,198,
63,46,23,200,
63,45,23,201,
63,50,21,210,
63,55,16,221,
66,59,18,222,
67,58,16,216,
67,60,15,215,
67,56,14,210,
67,49,15,209,
67,46,12,196,
67,48,11,179,
67,49,11,172,
67,42,11,171,
67,36,10,166,
66,31,11,160,
67,26,10,152,
67,24,9,144,
67,23,8,143,
67,25,9,146,
67,30,8,154,
67,34,9,171,
66,36,10,171,
66,41,11,165,
66,40,11,155,
66,34,12,151,
69,36,12,158,
69,40,9,162,
69,40,8,165,
69,42,7,159,
65,42,5,158,
68,36,3,159,
68,35,3,160,
68,33,3,156,
68,33,3,140,
66,31,4,142,
67,31,5,132,
67,33,6,124,
67,31,7,124,
66,35,9,128,
66,39,12,134,
66,40,14,140,
66,37,14,137,
66,37,13,136,
66,37,13,140,
66,40,13,153,
68,42,9,163,
68,48,7,153,
68,48,6,148,
68,39,5,147,
68,31,5,140,
68,29,6,141,
68,26,7,125,
68,27,8,109,
68,29,7,101,
87,30,6,102,
87,29,7,104,
87,30,8,107,
87,31,9,112,
87,30,9,109,
87,28,9,110,
87,30,10,115,
86,32,9,121,
86,35,7,129,
87,36,7,131,
85,40,7,134,
86,43,5,134,
86,41,4,132,
87,38,4,124,
87,33,4,121,
87,34,4,124,
87,33,4,118,
88,36,4,111,
88,37,6,112,
88,37,7,113,
87,34,8,110,
87,33,7,106,
87,35,8,99,
87,37,8,91,
87,35,5,90,
88,41,5,91,
90,48,6,96,
90,50,4,102,
90,55,3,105,
90,57,3,108,
89,52,3,101,
91,50,3,100,
92,48,3,94,
92,45,3,89,
95,44,4,83,
95,46,5,84,
95,41,5,81,
95,39,8,79,
97,36,8,80,
97,36,7,78,
94,37,8,81,
94,36,7,82,
94,41,6,88,
94,49,5,94,
95,56,5,99,
95,60,5,92,
95,60,4,96,
95,59,4,95,
95,48,4,94,
95,48,4,93,
134,47,4,100,
139,47,3,100,
139,45,3,101,
139,40,3,99,
139,39,4,100,
139,36,5,98,
139,31,8,96,
142,32,8,90,
142,35,9,91,
142,39,9,92,
142,41,9,91,
143,42,8,94,
143,43,7,91,
146,41,7,83,
146,42,6,83,
146,40,6,77,
146,36,6,73,
151,34,6,72,
151,35,6,78,
153,34,6,73,
151,34,6,65,
151,35,6,71,
151,30,8,73,
151,28,11,74,
151,28,13,74,
156,32,13,74,
164,36,14,75,
164,40,12,71,
164,39,11,75,
164,41,11,80,
163,45,9,75,
163,48,8,73,
163,44,7,81,
163,45,6,80,
165,45,6,77,
165,46,6,80,
165,43,6,83,
165,42,6,85,
164,45,6,86,
164,45,7,87,
163,43,10,86,
164,44,11,87,
164,44,11,91,
164,47,13,94,
161,51,15,96,
162,54,16,97,
162,58,16,97,
162,64,17,97,
162,70,18,98,
162,73,16,98,
162,75,13,95,
164,69,13,94,
164,72,13,101,
165,71,13,108,
165,69,13,109,
166,66,14,112,
166,65,14,118,
166,63,17,123,
167,58,18,135,
166,57,18,137,
166,59,19,135,
166,67,24,129,
166,64,30,132,
159,58,32,129,
159,61,26,112,
160,62,23,107,
160,60,20,99,
158,70,16,97,
159,79,12,95,
160,74,12,92,
160,64,11,95,
161,60,10,94,
162,53,11,89,
162,49,12,86,
162,52,12,87,
148,54,12,90,
150,59,10,95,
151,62,13,102,
151,67,16,103,
151,68,17,107,
151,65,15,98,
151,72,14,93,
149,72,16,91,
149,74,12,92,
147,75,11,93,
148,74,9,96,
148,70,9,99,
148,69,8,101,
148,62,8,106,
150,59,8,99,
150,59,10,92,
150,62,11,94,
151,55,13,95,
151,53,13,104,
152,58,13,110,
152,61,15,116,
152,67,16,116,
153,70,18,114,
153,70,18,108,
153,67,19,106,
116,66,18,102,
117,60,13,98,
118,57,8,95,
118,56,8,97,
119,54,8,102,
119,57,8,99,
120,53,9,98,
121,56,10,95,
122,56,11,91,
126,58,10,87,
124,55,9,84,
124,53,9,85,
124,59,9,88,
126,65,7,96,
127,65,7,104,
127,65,8,102,
129,66,7,104,
131,63,8,100,
131,53,9,97,
133,50,10,96,
132,50,12,93,
