14,14,14,14,
14,21,23,21,
14,15,19,17,
14,13,15,15,
14,13,12,13,
14,14,12,14,
14,15,13,15,
14,14,14,15,
14,14,16,15,
14,12,15,14,
13,11,13,12,
13,11,12,12,
13,10,12,11,
12,10,10,9,
12,9,10,9,
12,9,10,9,
12,9,9,9,
12,9,9,9,
12,8,11,10,
12,9,12,12,
11,12,13,12,
11,13,16,14,
11,14,16,16,
11,14,20,19,
11,13,21,20,
10,13,18,19,
10,11,15,19,
10,9,12,18,
10,10,10,18,
10,9,10,15,
9,7,9,13,
9,6,9,12,
9,6,9,11,
9,6,9,11,
9,6,9,11,
9,6,9,12,
9,7,9,15,
9,9,12,19,
8,9,16,22,
8,10,19,25,
7,11,23,25,
7,12,23,26,
7,13,25,28,
7,14,25,30,
7,15,24,31,
7,15,20,30,
7,14,18,25,
7,15,17,22,
7,14,17,23,
7,15,17,20,
28,15,17,19,
29,12,17,20,
29,12,17,23,
29,10,18,27,
29,10,20,28,
29,10,25,32,
29,11,36,35,
29,14,41,36,
29,18,48,33,
29,21,49,37,
29,23,43,41,
30,23,36,42,
30,24,34,48,
31,26,35,50,
31,29,32,45,
31,32,27,45,
31,32,25,43,
32,30,23,41,
32,26,22,41,
32,22,22,43,
32,22,23,46,
33,22,24,48,
33,21,29,49,
33,22,38,52,
33,22,45,54,
33,25,51,56,
37,29,60,60,
37,32,60,64,
37,34,60,63,
37,42,58,66,
37,47,52,70,
39,51,42,70,
39,53,38,77,
39,53,37,82,
40,46,35,81,
40,42,34,82,
40,40,35,69,
40,37,36,64,
41,35,40,63,
41,32,47,66,
41,30,53,70,
42,28,64,73,
42,29,71,81,
42,33,81,87,
42,36,83,96,
42,41,88,96,
42,52,83,103,
42,63,79,109,
42,69,71,116,
42,67,66,122,
56,70,57,127,
58,65,55,125,
58,56,55,122,
58,52,54,108,
58,53,56,101,
58,49,59,100,
58,44,66,99,
58,41,76,98,
58,40,85,106,
58,41,94,118,
58,41,102,132,
60,46,111,147,
60,54,114,154,
60,62,112,162,
60,70,103,171,
60,81,93,176,
60,94,83,174,
61,94,73,168,
61,93,67,166,
61,86,64,163,
60,78,62,149,
61,78,66,137,
61,70,65,135,
61,69,64,135,
61,63,68,131,
59,63,68,142,
61,60,76,155,
61,57,81,165,
61,54,94,167,
61,55,100,172,
61,62,102,168,
62,70,99,166,
62,78,96,176,
62,84,86,182,
62,94,74,182,
62,92,66,177,
62,84,62,168,
62,82,56,152,
62,72,53,138,
62,68,50,127,
61,60,49,121,
63,56,49,128,
63,53,54,128,
63,50,59,130,
63,49,66,142,
63,53,74,152,
63,55,75,155,
63,58,83,158,
63,61,90,156,
63,63,90,154,
66,65,81,149,
67,63,72,146,
67,69,70,139,
67,69,65,131,
67,65,64,117,
67,61,62,115,
67,57,62,105,
67,49,61,99,
67,42,60,91,
67,42,65,95,
66,39,68,96,
67,36,72,104,
67,35,74,106,
67,37,81,106,
67,39,86,110,
67,38,88,119,
67,40,88,124,
66,44,87,120,
66,47,83,122,
66,51,74,108,
66,58,70,105,
69,60,68,106,
69,62,61,103,
69,62,55,93,
69,67,55,86,
65,65,59,83,
68,65,54,80,
68,62,59,83,
68,58,64,85,
68,56,62,86,
66,54,58,88,
67,52,62,89,
67,53,63,85,
67,55,57,85,
66,52,60,90,
66,54,62,95,
66,55,57,91,
66,57,56,89,
66,61,54,93,
66,74,51,91,
66,78,47,88,
68,74,44,83,
68,63,43,76,
68,61,45,75,
68,61,47,71,
68,57,48,72,
68,51,45,75,
68,49,43,74,
68,46,36,77,
68,43,38,81,
87,43,38,86,
87,42,44,90,
87,42,45,85,
87,43,42,85,
87,45,48,85,
87,50,52,83,
87,57,47,79,
86,61,51,79,
86,62,43,84,
87,62,43,90,
85,64,40,80,
86,61,39,79,
86,54,41,83,
87,52,41,85,
87,47,42,84,
87,45,39,91,
87,45,40,100,
88,43,42,104,
88,40,45,97,
88,39,46,102,
87,36,46,102,
87,33,51,100,
87,37,53,96,
87,41,56,98,
87,50,59,90,
88,60,51,83,
90,68,52,82,
90,75,48,80,
90,83,41,72,
90,82,39,72,
89,75,38,78,
91,69,38,79,
92,67,41,82,
92,63,42,85,
95,60,41,85,
95,60,46,85,
95,60,52,85,
95,61,56,81,
97,58,62,85,
97,57,64,93,
94,57,68,107,
94,62,71,111,
94,73,66,113,
94,84,62,109,
95,93,61,110,
95,102,56,106,
95,99,56,110,
95,96,53,115,
95,95,56,117,
95,89,51,116,
134,81,50,115,
139,82,54,117,
139,83,58,119,
139,85,65,125,
139,80,63,119,
139,75,60,113,
139,75,69,116,
142,79,73,113,
142,87,73,105,
142,95,71,103,
142,105,75,107,
143,113,70,112,
143,121,69,114,
146,130,68,117,
146,130,66,119,
146,119,62,127,
146,112,60,128,
151,107,57,130,
151,103,53,119,
153,102,50,120,
151,101,51,125,
151,98,57,130,
151,98,57,132,
151,86,62,135,
151,87,70,133,
156,90,76,133,
164,93,76,133,
164,100,74,144,
164,107,73,142,
164,116,73,150,
163,124,70,147,
163,131,68,137,
163,131,70,134,
163,129,73,137,
165,118,74,134,
165,108,74,135,
165,108,75,138,
165,107,76,145,
164,108,81,141,
164,106,91,141,
163,106,92,134,
164,108,99,129,
164,99,102,118,
164,98,95,118,
161,101,91,120,
162,102,90,117,
162,110,88,118,
162,121,92,123,
162,131,91,126,
162,133,88,112,
162,128,90,111,
164,125,92,108,
164,119,82,104,
165,116,75,109,
165,112,79,110,
166,108,80,111,
166,106,84,109,
166,105,87,101,
167,104,93,98,
166,105,100,102,
166,106,98,102,
166,105,96,103,
166,97,94,114,
159,99,92,119,
159,99,85,120,
160,105,81,117,
160,112,85,110,
158,127,83,109,
