114.03, 94.6582, 34, 34, 20, 28, 0.0221581, 0.0901917, 0.46886, 0.741489, 7
114.031, 94.6673, 33, 37, 20, 33, 0.0298331, 0.126591, 0.00564443, 0.536887, 5
114.03, 94.6527, 27, 39, 17, 33, 0.0753563, 0.0941171, 0.395432, 0.225925, 6
114.03, 94.6564, 32, 38, 25, 25, 0.0217997, 0.153735, 0.569376, 0.254448, 7
114.028, 94.6364, 27, 38, 21, 30, 0.0457451, 0.168874, 0.578441, 0.802035, 8
114.03, 94.6564, 28, 33, 16, 27, 0.0689751, 0.201182, 0.49516, 0.349767, 8
114.022, 94.5618, 28, 37, 26, 31, 0.0339343, 0.228135, 0.871303, 0.826487, 19
114.03, 94.66, 30, 31, 22, 32, 0.0197369, 0.0632084, 0.197314, 0.461168, 6
114.03, 94.66, 29, 34, 16, 28, 0.0561488, 0.112129, 0.339012, 0.430931, 6
124.453, 105.016, 25, 33, 24, 27, 0.0626972, 0.16787, 0.944058, 0.100854, 81
114.013, 94.3982, 28, 33, 22, 29, 0.0675593, 0.154559, 0.877467, 0.373712, 20
114.031, 94.6727, 27, 37, 24, 27, 0.0245353, 0.229643, 0.114884, 0.354749, 6
114.03, 94.6582, 27, 36, 20, 27, 0.00469265, 0.194389, 0.408993, 0.880366, 7
114.014, 94.4364, 27, 31, 22, 28, 0.0544227, 0.0776643, 0.945053, 0.762478, 20
114.027, 94.6273, 30, 34, 28, 29, 0.0407978, 0.106021, 0.677009, 0.779529, 11
114.03, 94.66, 25, 31, 26, 31, 0.0495097, 0.0543652, 0.105474, 0.95145, 5
114.032, 94.6764, 33, 37, 24, 33, 0.0986791, 0.245281, 0.367179, 0.93009, 7
114.031, 94.6636, 27, 34, 21, 32, 0.0999826, 0.166108, 0.0168582, 0.397715, 5
114.028, 94.6345, 28, 31, 22, 30, 0.0170881, 0.202862, 0.472246, 0.0216189, 9
114.03, 94.6564, 29, 38, 27, 31, 0.0854577, 0.14896, 0.467713, 0.740011, 9
114.031, 94.6764, 27, 32, 18, 30, 0.0729401, 0.11525, 0.114218, 0.87994, 5
114.028, 94.6364, 28, 36, 26, 27, 0.0867583, 0.0989558, 0.593355, 0.60594, 8
114.027, 94.6255, 27, 30, 16, 30, 0.0690028, 0.139358, 0.618244, 0.761006, 9
114.028, 94.6364, 25, 35, 27, 34, 0.00857044, 0.100352, 0.489008, 0.860816, 9
114.026, 94.6164, 29, 39, 24, 32, 0.00101879, 0.0713767, 0.743056, 0.594285, 13
114.031, 94.6764, 32, 33, 25, 34, 0.0746888, 0.118788, 0.230678, 0.597581, 7
114.03, 94.6527, 32, 33, 16, 33, 0.0983044, 0.106231, 0.407738, 0.575962, 6
114.031, 94.6727, 28, 36, 27, 31, 0.0857997, 0.185411, 0.405007, 0.48508, 7
114.028, 94.6436, 33, 39, 26, 31, 0.0832751, 0.150286, 0.590996, 0.110869, 11
114.031, 94.6618, 33, 36, 28, 33, 0.0223688, 0.16762, 0.822013, 0.388835, 18
114.028, 94.6327, 29, 39, 16, 31, 0.0235529, 0.16019, 0.589884, 0.835158, 8
114.027, 94.6145, 32, 32, 26, 28, 0.0123331, 0.0919933, 0.656258, 0.479654, 8
114.028, 94.6364, 25, 39, 21, 29, 0.0436844, 0.24985, 0.420317, 0.0447362, 9
114.032, 94.6818, 29, 36, 21, 25, 0.0761027, 0.178981, 0.00920419, 0.834387, 5
114.028, 94.6345, 28, 31, 21, 32, 0.0265089, 0.0703829, 0.531889, 0.0879247, 9
114.031, 94.6673, 26, 30, 25, 33, 0.0193678, 0.206863, 0.0539893, 0.437203, 5
114.01, 94.3382, 28, 39, 16, 34, 0.0648927, 0.238377, 0.945737, 0.676129, 23
114.025, 94.6036, 30, 38, 22, 34, 0.0570499, 0.177446, 0.757147, 0.182038, 15
114.031, 94.6673, 34, 35, 17, 26, 0.0104846, 0.163295, 0.180139, 0.21923, 5
114.02, 94.52, 34, 38, 19, 30, 0.0461, 0.114321, 0.783238, 0.306092, 16
114.03, 94.6582, 30, 39, 21, 27, 0.0281428, 0.0936581, 0.212112, 0.697791, 7
114.026, 94.5927, 32, 38, 22, 27, 0.0491073, 0.165216, 0.58837, 0.0722765, 9
114.031, 94.6655, 28, 32, 22, 34, 0.050243, 0.132168, 0.0246631, 0.617714, 5
114.028, 94.6418, 34, 37, 25, 31, 0.0806714, 0.133996, 0.520172, 0.938972, 9
114.022, 94.5564, 25, 35, 26, 28, 0.0910507, 0.211202, 0.777244, 0.389113, 15
114.031, 94.6655, 29, 31, 23, 29, 0.0801239, 0.080527, 0.0182287, 0.094935, 5
113.869, 94.0691, 29, 32, 28, 33, 0.0733234, 0.204943, 0.988604, 0.826507, 130
114.03, 94.66, 34, 39, 22, 28, 0.0194612, 0.200485, 0.201002, 0.593935, 7
114.023, 94.5582, 26, 35, 18, 34, 0.00050953, 0.151843, 0.725291, 0.212331, 14
