146,106,158,256,
141,113,151,269,
120,118,148,272,
118,122,141,283,
114,122,132,273,
106,123,131,268,
103,122,136,261,
95,114,132,246,
90,106,130,232,
88,100,128,234,
83,97,133,229,
74,95,133,224,
70,97,140,220,
68,100,144,227,
60,106,148,219,
58,112,150,205,
56,120,140,215,
0,124,143,213,
0,128,144,214,
0,130,137,224,
0,128,126,235,
0,133,121,240,
0,129,122,235,
0,121,128,231,
0,120,133,229,
0,116,127,220,
0,110,126,221,
0,109,125,218,
0,105,117,217,
0,99,117,213,
0,98,121,206,
0,105,130,202,
0,100,136,206,
0,95,127,206,
0,94,121,206,
0,96,107,203,
0,95,98,199,
0,101,90,197,
0,102,89,195,
0,100,90,190,
0,99,81,189,
0,98,80,202,
0,95,78,218,
0,90,75,219,
0,89,75,224,
0,85,75,222,
0,87,73,213,
0,84,74,198,
0,89,79,189,
0,86,80,179,
0,88,81,177,
0,87,87,174,
0,94,85,174,
0,89,78,167,
0,83,78,168,
0,77,79,169,
0,77,78,155,
0,75,79,160,
0,74,75,165,
0,71,78,167,
0,70,80,173,
0,69,79,178,
0,64,75,180,
0,61,75,175,
0,59,71,169,
0,59,70,160,
0,58,72,154,
