114.031, 94.6745, 29, 39, 26, 31, 0.00904379, 0.0846497, 0.412912, 0.91705, 7
114.031, 94.6709, 26, 38, 29, 32, 0.089261, 0.153789, 0.305229, 0.370315, 7
114.03, 94.6582, 32, 38, 19, 32, 0.0180428, 0.203635, 0.399213, 0.590603, 6
114.031, 94.6764, 31, 36, 17, 31, 0.0467888, 0.155, 0.0779134, 0.987061, 5
114.023, 94.5618, 33, 38, 19, 31, 0.0409746, 0.129821, 0.762304, 0.797553, 12
114.012, 94.3873, 25, 37, 25, 28, 0.0410891, 0.0779826, 0.955045, 0.630886, 23
114.03, 94.6636, 31, 32, 26, 27, 0.0729978, 0.188367, 0.339883, 0.921384, 7
114.018, 94.5055, 28, 32, 23, 32, 0.0411386, 0.0857132, 0.867087, 0.428346, 20
114.03, 94.6527, 34, 36, 17, 33, 0.0457577, 0.24552, 0.319216, 0.933149, 6
114.03, 94.6636, 34, 35, 19, 34, 0.0409761, 0.17408, 0.378434, 0.929761, 7
114.031, 94.6382, 30, 38, 26, 32, 0.031774, 0.140005, 0.896935, 0.282222, 25
114.031, 94.6673, 32, 32, 25, 34, 0.0567342, 0.232079, 0.130524, 0.506486, 6
114.031, 94.6455, 33, 39, 27, 34, 0.0861904, 0.0870452, 0.84031, 0.341076, 19
114.03, 94.6564, 27, 38, 23, 29, 0.0241983, 0.112344, 0.274679, 0.626093, 7
114.022, 94.5527, 26, 31, 21, 26, 0.036679, 0.150178, 0.639976, 0.0185607, 13
114.031, 94.6764, 33, 34, 21, 28, 0.0337629, 0.125505, 0.0262262, 0.444958, 5
114.015, 94.4491, 30, 35, 18, 34, 0.061684, 0.2239, 0.875654, 0.441398, 21
114.026, 94.6073, 25, 39, 29, 31, 0.0693826, 0.192856, 0.673473, 0.296142, 11
114.031, 94.6764, 29, 38, 22, 28, 0.0059606, 0.128121, 0.0938431, 0.748667, 5
114.031, 94.6636, 29, 31, 22, 28, 0.0080124, 0.0883294, 0.200535, 0.697845, 6
114.03, 94.6564, 25, 30, 23, 30, 0.068846, 0.14751, 0.17583, 0.740603, 6
114.03, 94.6582, 26, 33, 22, 25, 0.0392818, 0.0716589, 0.3778, 0.185113, 7
114.028, 94.6327, 31, 33, 18, 30, 0.0973767, 0.244692, 0.575088, 0.570337, 8
114.011, 94.3745, 31, 34, 16, 34, 0.0463623, 0.209079, 0.97222, 0.970162, 24
114.024, 94.5727, 31, 36, 19, 27, 0.0235789, 0.113213, 0.722565, 0.571103, 11
114.024, 94.5655, 31, 39, 16, 30, 0.0101569, 0.245355, 0.728779, 0.553042, 11
114.031, 94.6655, 30, 37, 23, 28, 0.0131584, 0.122394, 0.145127, 0.301292, 7
114.027, 94.6291, 34, 37, 22, 32, 0.0589417, 0.188413, 0.672317, 0.04604, 12
114.025, 94.5855, 25, 30, 27, 28, 0.0705165, 0.119152, 0.746906, 0.452679, 11
114.028, 94.6382, 26, 30, 29, 31, 0.0528618, 0.223061, 0.574643, 0.634948, 8
114.03, 94.6582, 27, 34, 16, 31, 0.0574548, 0.236926, 0.337644, 0.272196, 7
114.031, 94.6691, 25, 34, 21, 30, 0.0792944, 0.1028, 0.0256654, 0.532218, 5
114.031, 94.6764, 26, 37, 20, 27, 0.000686994, 0.118627, 0.0334286, 0.81266, 5
114.027, 94.6236, 25, 32, 17, 32, 0.0294855, 0.114089, 0.48941, 0.370251, 9
114.031, 94.6709, 28, 39, 20, 29, 0.0734476, 0.0737882, 0.0794822, 0.102066, 6
114.029, 94.6455, 28, 32, 18, 25, 0.00444189, 0.106513, 0.694011, 0.468777, 10
114.026, 94.6182, 29, 33, 16, 26, 0.00957867, 0.175424, 0.738439, 0.50654, 11
114.025, 94.5909, 29, 32, 18, 29, 0.0216741, 0.196517, 0.624773, 0.102624, 10
114.03, 94.66, 31, 38, 24, 34, 0.0635186, 0.243673, 0.490575, 0.65475, 9
114.025, 94.5909, 29, 39, 20, 27, 0.00600729, 0.145285, 0.580309, 0.0251595, 11
114.03, 94.6673, 31, 31, 27, 32, 0.0690638, 0.248194, 0.267813, 0.430729, 7
114.027, 94.62, 30, 34, 27, 28, 0.0471878, 0.0898351, 0.604591, 0.0775258, 11
114.03, 94.6636, 31, 35, 22, 29, 0.00397309, 0.169019, 0.307915, 0.279722, 7
114.03, 94.6545, 30, 37, 29, 32, 0.0181433, 0.156686, 0.75712, 0.016152, 17
114.031, 94.6673, 33, 34, 16, 27, 0.0139676, 0.23597, 0.152086, 0.368308, 5
114.023, 94.58, 29, 32, 29, 30, 0.0300224, 0.180841, 0.88588, 0.953892, 19
114.031, 94.6764, 25, 39, 22, 25, 0.0150122, 0.234583, 0.0788523, 0.332342, 5
114.015, 94.4673, 28, 31, 25, 34, 0.0263944, 0.157999, 0.94105, 0.666546, 24
114.014, 94.4473, 28, 32, 16, 30, 0.0785042, 0.21757, 0.985292, 0.96939, 25
114.03, 94.6655, 31, 35, 23, 33, 0.0729235, 0.230406, 0.308331, 0.423919, 7
114.028, 94.6327, 32, 34, 21, 26, 0.00706107, 0.202748, 0.505013, 0.151826, 8
114.028, 94.6345, 25, 39, 17, 29, 0.0552476, 0.140629, 0.559106, 0.663037, 8
114.017, 94.46, 30, 31, 18, 31, 0.0345806, 0.0838578, 0.835945, 0.199735, 17
114.03, 94.66, 31, 36, 16, 28, 0.0833455, 0.0990871, 0.341753, 0.351955, 6
114.02, 94.5218, 25, 30, 26, 30, 0.0320552, 0.0564225, 0.796943, 0.320941, 15
114.031, 94.6655, 25, 38, 23, 34, 0.01016, 0.065889, 0.00916016, 0.691146, 5
114.03, 94.6564, 25, 39, 21, 31, 0.0931241, 0.228411, 0.162941, 0.000293291, 7
114.029, 94.6473, 27, 39, 26, 34, 0.00224561, 0.249417, 0.5508, 0.879584, 8
114.028, 94.6382, 25, 37, 20, 34, 0.04104, 0.234463, 0.539714, 0.621979, 9
114.03, 94.6582, 30, 39, 18, 31, 0.0278026, 0.113568, 0.359844, 0.585764, 7
113.907, 93.8236, 26, 30, 18, 33, 0.0239032, 0.216377, 0.998313, 0.957429, 123
114.031, 94.6673, 31, 35, 25, 29, 0.0376346, 0.0780402, 0.0189095, 0.0178213, 5
114.027, 94.6309, 27, 38, 27, 31, 0.0582859, 0.217455, 0.714155, 0.939041, 11
114.026, 94.6055, 27, 34, 25, 27, 0.0269548, 0.0816076, 0.634103, 0.825814, 10
114.023, 94.5818, 27, 38, 25, 31, 0.0287892, 0.24611, 0.764706, 0.323099, 15
114.031, 94.6673, 27, 39, 17, 26, 0.0687474, 0.173582, 0.168898, 0.0724533, 5
114.022, 94.5582, 32, 38, 18, 34, 0.0729405, 0.236353, 0.809061, 0.982522, 15
114.027, 94.62, 25, 35, 22, 26, 0.0525014, 0.167469, 0.573478, 0.398334, 9
114.031, 94.6673, 34, 35, 27, 33, 0.0719248, 0.137368, 0.598782, 0.575258, 9
114.03, 94.6582, 29, 38, 16, 32, 0.0842762, 0.0842917, 0.135443, 0.185738, 7
114.03, 94.6582, 33, 39, 17, 31, 0.0464716, 0.139091, 0.399876, 0.515958, 7
114.022, 94.5473, 28, 38, 22, 29, 0.0299681, 0.144462, 0.779611, 0.860175, 14
114.031, 94.6673, 25, 30, 26, 30, 0.0600446, 0.163611, 0.0470935, 0.071449, 5
